date,renewable_share,fossil,nuclear,hydro,wind,solar,total_generation,price_actual,total_load_actual,temp_c,wind_speed
2015-02-03,0.5137099694080484,193155,170341,181603,167061,29758,762292,56.5,29390.583333333336,7.046698148325679,4.591666666666667
2015-02-04,0.5043515086340212,136871,170024,115590,135520,56297,630471,53.75791666666667,23822.958333333332,3.7286475428170034,5.125
2015-02-05,0.5284037693449574,186234,95826,102569,160651,47940,609655,56.56,23652.083333333332,4.117340970092052,4.691666666666666
2015-02-06,0.3472265388579,311888,119186,101784,58017,59386,672463,60.888333333333335,29237.083333333332,2.9643567069274255,2.808333333333333
2015-02-07,0.3077180511596534,382421,143991,82530,89704,51920,770920,66.255,31534.5,2.666661889698389,1.4166666666666667
2015-02-08,0.39432784733960047,231240,161928,74630,115738,56616,661442,53.650416666666665,24769.541666666668,3.592400554383967,2.6083333333333334
2015-02-09,0.2971247410124987,339069,164562,60529,101579,40772,728317,65.58333333333334,30147.333333333332,5.910059544350744,3.433333333333333
2015-02-10,0.28598930384391225,321490,142888,68400,65374,40403,662294,73.35916666666667,27923.708333333332,7.5128863912321275,3.0083333333333333
2015-02-11,0.4623203702440919,233347,121081,76401,213937,6397,674582,76.60541666666667,26497.333333333336,7.601928201687132,2.1416666666666666
2015-02-12,0.2215474725454251,442219,131334,88546,47327,16658,746779,78.15708333333333,31239.375,8.519330106083867,1.225
2015-02-13,0.4118033233842268,314942,169747,137362,168618,25925,836256,64.39208333333333,32269.833333333332,10.93874317804195,3.075
2015-02-14,0.5824537846017173,149552,170508,143843,290932,9808,783451,51.147083333333335,28973.541666666668,11.328061892893686,5.1
2015-02-15,0.5713840534744222,137676,170511,148303,247687,12766,734856,43.281666666666666,26630.166666666668,10.91064056109409,4.358333333333333
2015-02-16,0.4540861541390181,246798,170530,145713,180295,14301,777467,65.95083333333334,31039.541666666664,10.25904664334102,2.775
2015-02-17,0.5652880241136468,196328,170578,156052,303134,13939,859928,53.40375,32287.333333333336,9.899273828923846,5.566666666666666
2015-02-18,0.48238192799807345,249483,170595,156314,200504,28269,826339,59.702083333333334,32278,9.732162992075692,4.108333333333333
2015-02-19,0.3878861794854094,300535,170607,174477,79905,35104,782214,70.78541666666666,31695.958333333332,9.525082614391641,2.591666666666667
2015-02-20,0.4048198696351303,284753,170594,166240,111127,23624,776743,65.66625,31626.541666666668,7.739334619440212,2.025
2015-02-21,0.5793392026156944,144508,170561,164307,245748,20596,765227,47.325833333333335,28594.583333333332,9.245701926763823,4.1499999999999995
2015-02-22,0.6196892906214575,117261,170557,165567,267990,34649,773649,31.28375,26496.833333333332,8.945027479550124,4.158333333333333
2015-02-23,0.6278463298286604,128246,170510,160407,328573,13945,821760,44.84625,31310.541666666664,9.732350875511269,4.216666666666667
2015-02-24,0.6335542370589031,133530,170523,166705,325284,34235,850295,41.63708333333333,32142.916666666664,10.07047915069021,5.358333333333333
2015-02-25,0.6072436049229798,145601,170434,153682,300210,33132,823485,48.73875,31953.75,10.273600667817007,4.083333333333333
2015-02-26,0.576712213172256,159105,170489,157863,260152,26331,793987,54.505,31321.5,12.041106674974472,3.0833333333333335
2015-02-27,0.5894774965178424,154565,170476,166150,257470,37850,806253,53.78666666666667,30537.625,9.799923400754116,3.075
2015-02-28,0.5584082830025885,142812,170448,165038,197368,29106,724375,47.10791666666667,27222.375,9.452804224182035,1.5
2015-03-01,0.3287592683842508,280900,170360,98382,85142,27558,681888,39.541666666666664,27608.958333333332,13.844413303617102,1.7916666666666665
2015-03-02,0.5254010411634259,234726,161311,146719,273230,12475,848666,56.295,33646.916666666664,15.351563234918217,1.425
2015-03-03,0.4107299153267608,246812,169322,194575,58263,30838,718645,66.38375,29561.166666666668,14.309945248594092,1.525
2015-03-04,0.4649286105519955,144978,168482,112320,111850,41975,595186,48.16875,21616,11.952480860173848,3.1583333333333337
2015-03-05,0.48137957705128,190702,96273,108311,131699,21270,563709,40.747083333333336,22832.083333333332,10.275155067740311,3.85
2015-03-06,0.36805857732283154,318096,119444,95505,91244,58641,705529,60.83583333333333,29519.541666666668,10.306648780994397,2.591666666666667
2015-03-07,0.39289283382714807,332561,143736,69564,172867,57810,796520,57.43875,31867.541666666664,11.55189508243867,1.8
2015-03-08,0.30772688827036254,338968,161112,66982,105604,39034,731847,51.82208333333333,30281.708333333336,11.912944505687658,1.3583333333333334
2015-03-09,0.33329534109931214,311754,165233,57416,134737,37909,728219,58.2975,29290.375,12.700343246740825,1.55
2015-03-10,0.2589640833784098,297077,137100,61895,61559,15905,597133,64.65916666666666,24958.791666666668,11.973466864775077,1.3083333333333333
2015-03-11,0.43572356547447666,273033,120924,83537,201181,10545,711995,60.059583333333336,28352.416666666668,12.435395106403398,1.3416666666666668
2015-03-12,0.26204596197406194,394044,144551,56633,101357,24080,739916,58.986666666666665,30955.125,11.90919659860688,1.825
2015-03-13,0.509429574332953,184792,170187,150466,170803,38784,735293,53.312916666666666,29181.041666666668,10.223206999297055,2.2333333333333334
2015-03-14,0.5173843125499306,159198,161788,127102,167107,42498,677191,51.33125,26837.375,7.719663766935097,2.6
2015-03-15,0.43816411259576776,184790,163889,128036,92056,43073,630823,53.632083333333334,25086.916666666668,7.1680243162065675,1.7083333333333333
2015-03-16,0.3775405578144336,282754,169326,168321,49886,46297,735370,67.595,29828,7.193566486132434,1.4166666666666667
2015-03-17,0.4211860306861317,259929,170296,151536,134704,17917,752392,58.28875,30650.833333333332,8.400341169798079,2.8249999999999997
2015-03-18,0.44555506424872676,240026,170360,158719,154988,8084,750832,58.59041666666667,30867.583333333332,9.404708485109941,3.833333333333333
2015-03-19,0.5018995867199914,182874,170344,103971,233278,11423,719367,51.385416666666664,28839.708333333332,10.705348990286327,4.383333333333333
2015-03-20,0.5549084966810043,166432,170323,122608,282267,8948,768606,51.292500000000004,29739.291666666668,10.83738291634716,4.991666666666666
2015-03-21,0.4953949261357196,171490,170349,133160,184835,10090,688154,54.25958333333333,27322.041666666668,10.192987857873232,3.8083333333333336
2015-03-22,0.5095953268442209,140290,170343,117443,184805,13148,643334,53.13666666666666,25427.958333333332,10.086661594133453,3.1666666666666665
2015-03-23,0.41201774947700964,254289,170315,144959,131713,11592,729937,65.95041666666667,30509.833333333336,9.8327124792306,2.691666666666667
2015-03-24,0.4736683245965245,233045,170357,124124,217616,12694,775264,57.498333333333335,31246.875,9.674027152032238,3.8333333333333335
2015-03-25,0.5662558197845635,177271,170308,113485,298207,36052,813604,54.2725,30929,7.86632591225718,4.65
2015-03-26,0.514553362328538,193218,169499,101995,252274,24058,759206,56.42375,30110.333333333336,8.494999193187649,2.9416666666666664
2015-03-27,0.5208104583249565,196196,170216,111521,233660,46146,775956,57.61083333333333,29666.25,12.84154160276076,2.25
2015-03-28,0.5209206794725609,152027,170212,116807,172528,53799,684060,56.04875,25983.041666666668,13.792590586656463,1.475
2015-03-29,0.5554075346927129,118747,163096,131633,172009,43071,644804,46.001739130434785,23642.782608695652,14.003703645972287,1.8782608695652174
2015-03-30,0.5298585726658679,164446,170066,120707,198725,51076,722774,55.318333333333335,27403.458333333332,14.647783790260767,2.341666666666667
2015-03-31,0.5055949267293345,167905,169998,128623,153480,56835,695094,55.614583333333336,27589.833333333332,15.020143061413627,1.5333333333333334
2015-04-01,0.3508747878410376,258481,170310,94814,99275,27977,671077,43.44083333333333,26247.125,14.169549646919759,1.9333333333333333
2015-04-02,0.5543572211244632,240250,145751,144755,308470,22372,881594,51.76875,34406.375,13.06273495015341,1.3
2015-04-03,0.593220574278618,159686,155399,184593,240033,33309,792368,53.40416666666667,29932.708333333332,13.500174375319553,1.5166666666666666
2015-04-04,0.5292677801960698,125113,170183,107893,178288,41876,637732,40.55083333333333,22762.375,13.364641000447367,1.8583333333333334
2015-04-05,0.5153582023311766,209227,96690,101262,201945,17033,642165,38.687916666666666,27856.695652173912,12.962766671459633,1.9000000000000001
2015-04-06,0.379306217197936,307141,119833,87465,102566,62346,701747,52.68208333333333,28896.666666666668,12.77901678329501,2.7083333333333335
2015-04-07,0.3453632880548787,320386,143478,69956,109803,55467,719842,58.325,28802.833333333332,11.825858136822621,3.4416666666666664
2015-04-08,0.2661397165841012,371386,160528,75576,54533,51664,735174,53.240833333333335,30699.958333333336,11.349436836975993,3.775
2015-04-09,0.32546575311074954,296703,165501,55068,125310,33641,698224,62.92958333333333,28424.125,10.43470950760483,2.1416666666666666
2015-04-10,0.5037412246214307,172833,117550,70895,205444,12112,601541,67.21916666666667,23232.083333333332,11.71922647462937,1.6833333333333333
2015-04-11,0.3405468309551302,308709,121041,81583,114866,14392,663386,60.38666666666667,28470,12.124752164813419,1.9000000000000001
2015-04-12,0.2232387252346194,418346,146155,79527,50519,21542,736512,47.95583333333333,30599,13.43164038535279,2.3666666666666667
2015-04-13,0.503114442494807,185608,170128,101084,204116,48582,725491,59.2025,27288.791666666668,14.403913303617099,2.2
2015-04-14,0.4773761982756127,204332,170133,91314,217795,26379,725939,54.757083333333334,28015.291666666668,15.815460977441237,3.1
2015-04-15,0.385300432604406,249133,170155,104340,134948,15431,690238,60.47291666666666,28377.916666666668,14.364738976227017,2.775
2015-04-16,0.34423386442750376,252481,163001,86050,102248,21163,641192,62.17375,27817.478260869564,13.663291466960661,2.1
2015-04-17,0.30477828752001684,281234,170019,95647,57216,35707,656323,67.725,27857.541666666668,14.92858025786046,1.8666666666666667
2015-04-18,0.38072470329528185,219164,158986,89481,94452,40520,618460,59.154583333333335,24973.666666666668,13.881698731467306,2.033333333333333
2015-04-19,0.39286500991248974,197102,162182,91843,85158,47601,599244,53.999583333333334,22999.333333333332,12.49625671811096,2.0583333333333336
2015-04-20,0.3263206079197305,266658,167408,92799,55643,52403,651007,67.08708333333334,27053.130434782608,13.610046811094094,1.675
2015-04-21,0.45710350449393194,228729,152396,89814,181803,42133,711515,60.335,27746.416666666668,15.101663103911068,2.8916666666666666
2015-04-22,0.39573360331870094,260436,144966,96887,123607,37380,679543,61.939166666666665,27654.458333333332,15.146651536937654,2.5416666666666665
2015-04-23,0.30619632990151313,278265,138741,98999,29577,47105,608812,73.0425,26975.260869565216,14.67089221466005,1.2416666666666667
2015-04-24,0.2874888664386554,309469,149610,88819,63684,23765,652307,69.43833333333333,27309.666666666668,15.329706392190715,1.9083333333333332
2015-04-25,0.40809276302721315,206856,144759,82430,136811,15974,604120,59.555,25045.541666666668,15.689399915324664,3.1
2015-04-26,0.46423990585186214,187652,131133,103956,150203,15782,605004,50.18541666666667,23274.875,14.205315663343582,3.566666666666667
2015-04-27,0.5335836282416567,198659,120519,95911,237126,27203,695979,56.36708333333333,27306.958333333332,12.92187546331802,3.558333333333333
2015-04-28,0.39480986813995883,282466,120572,105891,101252,48987,676399,68.0675,27639.125,14.21815094580781,1.9583333333333335
2015-04-29,0.3554630418099053,310591,112869,112360,59133,54074,665847,71.13458333333334,27739.666666666668,14.9825627076943,1.6833333333333333
2015-04-30,0.42985294074316344,284707,96950,97592,127758,55451,678774,65.39375,27803.666666666668,15.796655171587464,1.7583333333333333
2015-05-01,0.2699098573992532,328815,170302,114361,34693,24225,693124,54.90708333333333,28244.5,18.27022720155933,3.2583333333333333
2015-05-02,0.5341305795236767,252812,154262,149224,280866,31613,889144,55.69083333333333,34069.86956521739,19.57395863688653,2.3666666666666667
2015-05-03,0.6288331251941479,139773,148352,182785,260671,44527,795141,55.0975,30311.75,19.39152821446833,2.2583333333333333
2015-05-04,0.546364283344987,116365,170136,130765,165936,45126,642143,58.72833333333333,21916.208333333332,19.95246763963448,3.716666666666667
2015-05-05,0.5217178584228881,234371,96674,139136,183444,33656,703108,57.07041666666667,28205.166666666668,17.8484819705394,3.6166666666666667
2015-05-06,0.38396807323442605,306223,120088,90559,103843,62043,706116,71.65208333333334,29281.583333333332,15.941350987346649,1.6333333333333333
2015-05-07,0.3466777406204637,295498,143242,65674,102442,54915,682683,61.30083333333333,27160.958333333332,17.85696480380882,2.025
2015-05-08,0.3109340355511175,344660,160559,82421,80316,54807,745068,51.276666666666664,31005.416666666664,18.333559216832835,3.0166666666666666
2015-05-09,0.3268846564185553,256786,165805,60442,113018,22836,640183,63.287083333333335,25040.625,18.954543479997476,1.7000000000000002
2015-05-10,0.5690898247479719,174667,117100,69531,302279,9845,695855,54.78375,28133.291666666668,20.460994823619657,2.0666666666666664
2015-05-11,0.3656286061092261,295119,120965,83638,128536,16887,668137,63.87041666666667,28267.125,20.851089939608933,1.7916666666666667
2015-05-12,0.23031444566525403,360918,146197,52840,66079,21747,668955,63.6975,27493.75,20.869306564736725,1.3416666666666668
2015-05-13,0.4576641921479996,245743,121175,123253,141130,36477,687137,60.181666666666665,29083.416666666668,23.00529601226997,2.2
2015-05-14,0.5438706054010641,192265,121042,115487,207193,44263,699751,55.861666666666665,29689.708333333332,23.297014362857894,3.6166666666666667
2015-05-15,0.5844418764408634,158233,121249,107619,221820,57308,687088,54.50083333333333,27818.666666666668,19.30084151329245,3.7083333333333335
2015-05-16,0.6164337658740147,130378,121132,125852,212788,61526,671459,45.85916666666667,25094,18.776795676763832,3.2
2015-05-17,0.6022292643922417,130163,120912,116244,196885,62983,646581,43.62125,23382,19.462813554447884,2.45
2015-05-18,0.4594784878509654,229522,121069,122926,112802,54109,660464,63.562083333333334,27995.916666666668,19.449254944721385,2.4916666666666667
2015-05-19,0.5473294445262101,183417,121282,104071,213351,45379,686243,53.77875,28468.541666666668,17.64419601546526,2.9583333333333335
2015-05-20,0.5111810259158,192202,121207,96808,171809,53421,655083,57.437083333333334,27802.208333333332,15.104140640976503,2.9416666666666664
2015-05-21,0.5551590483827854,171346,121428,93639,208866,56833,673380,54.94125,27649.166666666668,15.352149635736236,2.55
2015-05-22,0.5735739401149701,161634,121518,91640,223753,59330,680003,55.94,27765.083333333332,15.507234247188169,2.4166666666666665
2015-05-23,0.5813980455944389,139040,121334,86668,211028,59548,638148,47.34458333333333,25156.833333333332,16.58737541538857,2.3833333333333333
2015-05-24,0.5445361826129189,143286,117260,88708,176347,40884,586815,45.46,22943.541666666668,17.455175405802688,2.275
2015-05-25,0.48655330035056155,194047,121135,95612,149311,45127,626994,59.989583333333336,27191.166666666668,18.247704171459628,2.275
2015-05-26,0.5235238259023037,190611,121007,80667,197790,56732,668705,58.777499999999996,28093.291666666668,18.62990176859665,2.0833333333333335
2015-05-27,0.5075080233500242,216233,120778,97551,180806,61491,698586,59.65416666666667,28391.125,18.75103315120146,2.2583333333333333
2015-05-28,0.4418567846455624,256667,120766,100849,128778,59681,688739,63.39833333333333,28715.291666666668,19.925121772750536,2.2916666666666665
2015-05-29,0.4121391018342066,266309,120646,98326,119191,43200,670099,65.18625,28553.565217391304,19.360501453859946,2.341666666666667
2015-05-30,0.3611690535621685,254724,121293,81772,68825,50969,599733,60.50083333333333,25358.583333333332,19.210980061349723,1.9083333333333332
2015-05-31,0.38064933380826615,239680,130525,97314,62916,57195,609209,58.75833333333333,23272.625,19.507561301763833,1.65
2015-06-01,0.290791713854427,293079,170325,104900,59141,15165,663131,66.37,25235.916666666668,22.319315008307797,2.3583333333333334
2015-06-02,0.45927504400231006,293543,170291,154969,203196,28879,870977,66.52875,34301.5,23.634610014059326,1.95
2015-06-03,0.487777988557415,210968,155500,192712,98663,50842,727458,66.25166666666667,29978.541666666668,24.225840394938665,2.283333333333333
2015-06-04,0.4938142747505756,138243,170125,114853,154960,26480,618925,66.89916666666667,23953.416666666668,22.71534474054195,1.9500000000000002
2015-06-05,0.39094512040444196,305780,96842,138205,56941,55575,670158,66.43458333333334,27939.958333333332,22.66182941909511,2.05
2015-06-06,0.4338255441321881,260320,111373,85170,136147,55571,671528,58.446666666666665,26608,22.77762039877303,2.025
2015-06-07,0.33172493959118876,382785,142725,93054,102188,55757,797483,57.49458333333333,32783.416666666664,23.539387877045023,1.9333333333333333
2015-06-08,0.268594226504488,372631,160476,80499,62258,42198,740418,67.26041666666667,30947.916666666664,23.828192916027625,2.2
2015-06-09,0.3050728470766478,251428,165724,57459,84651,31806,612516,67.27333333333334,22885.541666666668,23.63534621037834,2.1833333333333336
2015-06-10,0.5367890952896976,211677,117083,73891,278387,23464,727172,67.02833333333334,28489.625,21.75607090362988,2.45
2015-06-11,0.33833754226370694,298043,120953,79924,90681,32149,645057,70.52374999999999,28125.958333333332,20.99100894683029,2.95
2015-06-12,0.3068312007398512,298117,146181,68083,98219,19101,652023,68.24875,25279.375,19.601931988113517,2.658333333333333
2015-06-13,0.33921472781892575,279320,120331,80788,80916,34706,617824,65.68291666666667,25282.041666666668,18.559055949642165,2.1083333333333334
2015-06-14,0.33208356189891447,268979,120497,90891,66550,27446,596109,61.83125,22986.083333333332,18.291677706416195,2.7416666666666667
2015-06-15,0.3302721447852525,294157,115622,85825,82029,25942,624594,66.42791666666666,27381.875,17.73099174015851,2.3666666666666667
2015-06-16,0.3936422337747877,283243,120385,70112,131981,52430,680176,66.43625,27734.541666666668,19.27078356659,2.0083333333333333
2015-06-17,0.4754275081546188,247533,120338,74799,190447,62794,717998,61.759166666666665,28097.375,20.882332406697362,2.2
2015-06-18,0.45540199138059145,255740,120402,73725,170146,64916,706545,59.13583333333334,28544.666666666668,22.132037321063418,1.9666666666666668
2015-06-19,0.4455248440934832,263757,120274,67226,171239,64065,708277,61.37708333333333,28995.833333333332,23.216427354933565,2
2015-06-20,0.43766076195098275,242227,120235,72166,139461,64174,659360,56.129583333333336,26562,23.54958596945299,1.7833333333333334
2015-06-21,0.36790737591583095,266788,122370,77260,85019,56545,629210,58.38375,24432.916666666668,24.017694561605342,1.9500000000000002
2015-06-22,0.3340619656817067,324937,125434,105137,59804,52413,688962,73.19833333333334,29402.5,23.94758389251027,2.45
2015-06-23,0.32572830237818223,332813,135224,78396,81638,57157,706506,70.98166666666667,29366.583333333332,21.729148469452998,1.9749999999999999
2015-06-24,0.29272710096623633,328568,142330,79238,46141,59686,677474,71.87791666666666,27657.666666666668,21.572514139187142,1.7249999999999999
2015-06-25,0.2894480200106799,353411,143645,89981,41176,61517,711620,73.43291666666667,29651.708333333332,23.626505144427423,1.8833333333333333
2015-06-26,0.3113785125057019,349162,143479,92522,57439,63276,727828,74.35041666666666,30362.25,26.027369631901866,2.458333333333333
2015-06-27,0.3350056730573415,308591,140098,90453,63685,62937,687460,65.53208333333333,28136.75,27.446658997955026,1.9416666666666667
2015-06-28,0.30635818776261386,303402,143431,68661,56197,62428,656382,60.43291666666667,26187.291666666668,27.89340362985687,1.8250000000000002
2015-06-29,0.3349595523895071,349545,143543,97805,76863,63784,753691,71.8325,31638.666666666664,28.734928425357896,2.175
2015-06-30,0.3624805948822703,350108,143784,87301,119818,63834,785231,71.68458333333334,32639.75,28.88990286298571,3.0500000000000003
2015-07-01,0.2546475344139321,397998,170326,144878,20765,16893,771054,71.57708333333333,31607.458333333336,27.61441462167692,2.5749999999999997
2015-07-02,0.37193520594585616,306249,170572,165109,92522,15778,770688,75.64458333333333,31219.708333333336,27.097413087934584,2.966666666666667
2015-07-03,0.453098391063727,189502,164831,174761,59311,51161,658261,72.08583333333334,26304.541666666668,28.30399284253581,3.1333333333333333
2015-07-04,0.5087037293855239,165343,170099,104616,203637,33962,692232,65.69166666666666,27328.958333333332,29.024690695296545,2.3666666666666667
2015-07-05,0.4868332423149853,251533,97181,126948,138952,58299,690337,60.74458333333333,27951.916666666668,29.467589468302677,2.283333333333333
2015-07-06,0.44242152943643936,233842,114369,95304,122758,50940,638902,71.715,24411.583333333332,29.877229038854832,2.6333333333333333
2015-07-07,0.3016654510089959,412461,142337,95280,82611,51535,806148,73.08083333333333,33850.291666666664,30.086370143149303,3.0083333333333337
2015-07-08,0.29722247188563056,347684,160288,79277,98192,26611,734322,71.505,31174.333333333336,28.538821574642153,2.416666666666667
2015-07-09,0.26703188047117615,321410,165670,69494,69827,28251,675586,71.72916666666667,27228.5,27.741661554192255,2.966666666666667
2015-07-10,0.3021762567905364,341303,117460,86666,66425,34367,669682,74.64166666666667,28006.666666666668,27.666894171779163,3.5916666666666663
2015-07-11,0.35273334088731856,248071,120943,68299,88015,33796,582474,65.28958333333334,24929.375,27.307037321063426,2.3499999999999996
2015-07-12,0.3488497425282864,286090,146184,62971,151161,6757,675414,62.94291666666667,26723.416666666668,27.85370910020452,2.1583333333333337
2015-07-13,0.2938205332002798,401395,153138,75663,82249,62267,797674,75.17916666666667,32314.166666666664,28.68465235173826,2.066666666666667
2015-07-14,0.3022420137696566,401901,162620,77505,95535,61489,821226,72.42875000000001,33350.958333333336,29.136661554192255,2.1083333333333334
2015-07-15,0.2879428621685405,411003,163977,80637,83358,57562,818652,73.36583333333333,33545.916666666664,25.664038854805746,2.058333333333333
2015-07-16,0.2724492567534199,417087,164175,66101,90464,49856,809960,75.38208333333333,33437.75,28.959591002045013,2.2666666666666666
2015-07-17,0.24776876738592263,427162,164088,76352,75726,31067,796981,74.87791666666666,33354.333333333336,28.74539877300615,2.283333333333333
2015-07-18,0.30660213164481426,338479,155288,60994,97596,48932,723948,70.40291666666667,29411.333333333332,27.806592535787342,2.416666666666667
2015-07-19,0.2828114107955046,310890,161283,61676,58984,54238,669927,65.79583333333333,26683.166666666668,27.665023006134994,2.1916666666666664
2015-07-20,0.25040175328616776,430061,164356,87182,40987,58620,803976,75.97375,33061.833333333336,28.493939161554216,2.4416666666666664
2015-07-21,0.2540820385438347,442905,162145,71994,64868,57969,822077,76.81041666666667,34071.875,29.228762781186113,2.558333333333333
2015-07-22,0.27652329047383645,419019,163921,65119,87273,59039,817244,75.94833333333334,33534.791666666664,28.188655419222922,2.6833333333333336
2015-07-23,0.2713670978897978,419066,161119,79592,64893,59690,807316,76.1625,33465.958333333336,27.897369631901864,2.6833333333333336
2015-07-24,0.3280766840453796,358802,163938,54503,130178,59751,790047,72.00708333333334,33147.708333333336,27.92473159509205,2.7666666666666666
2015-07-25,0.3650750457310998,289363,164548,62243,127814,61112,727623,61.74125,28528.5,26.19821830265851,2.5
2015-07-26,0.332542574420617,280965,164432,60735,90652,60015,679516,59.64125,26344,27.004059304703496,2.7583333333333333
2015-07-27,0.31319104428828237,352631,164387,67236,97074,60955,764875,73.44416666666666,32028.375,28.09800869120657,2.7083333333333335
2015-07-28,0.28789862241190367,375605,164006,69841,78362,59618,769243,74.84541666666667,32776.041666666664,27.781978527607382,2.1
2015-07-29,0.29367812398805,390446,162012,71563,90783,57233,793641,73.75791666666666,33232,28.10933537832313,2.5833333333333335
2015-07-30,0.3400825221750093,355036,162266,51676,150380,55046,796392,70.08666666666667,32090.75,25.859734151329267,2.7916666666666665
2015-07-31,0.3454723960890065,332574,161857,64089,141357,45654,767989,68.73416666666667,30418.75,24.707586912065462,3
2015-08-01,0.2702289047970093,407728,170446,124277,57013,21096,801687,61.89833333333333,32703.541666666664,23.308131390593076,2.1666666666666665
2015-08-02,0.4924648498920114,234137,159642,140727,203546,31873,789898,55.30833333333334,28507.541666666664,25.98524028629859,2.525
2015-08-03,0.4861281511594902,158521,167161,172262,84900,43771,644723,69.54291666666667,24323.041666666668,27.552955010224967,2.8083333333333336
2015-08-04,0.5062478824959643,172287,170229,99994,223161,22935,702478,68.91583333333334,28252.083333333332,27.853036809815972,2.2583333333333333
2015-08-05,0.5845835819031896,187261,106425,145486,217438,46460,720790,69.04666666666667,28138.458333333332,26.21157464212681,2.45
2015-08-06,0.374329006477149,300939,119914,84692,110754,46875,685178,70.7525,29483.833333333336,25.390200664621695,2.15
2015-08-07,0.35075746534178104,380292,141923,68401,147380,57031,816473,70.49791666666667,33729.416666666664,28.097586912065466,2.4916666666666667
2015-08-08,0.34236834767931984,271812,160727,68177,128046,18356,670687,63.78666666666667,27468.708333333332,26.50246676891618,2.466666666666667
2015-08-09,0.2305153058332513,342279,165857,66286,29660,44344,670398,56.373333333333335,27468.833333333332,23.33841768916158,2.4916666666666667
2015-08-10,0.30771616143280694,331258,118020,81902,70095,36381,661080,68.51041666666667,27707.166666666668,26.096344580777117,2.4250000000000003
2015-08-11,0.4655594199976477,189807,120924,95608,136019,31069,595170,69.74916666666667,23190.25,27.201868609406972,2.825
2015-08-12,0.2496857706405168,315849,146169,73610,59597,9360,626135,67.885,25653.333333333332,26.928849693251554,2.3333333333333335
2015-08-13,0.4367943962110025,260502,158084,65816,200355,50033,757773,60.86958333333333,29242.416666666668,25.52589212678939,3.9583333333333335
2015-08-14,0.3534731592972541,270506,158651,61461,111048,51495,676603,64.21625,27599.75,23.449437627811886,3.3083333333333336
2015-08-15,0.321545209777189,244830,158586,55392,76950,47830,606882,58.007083333333334,24094.541666666668,22.357379856850738,2.308333333333333
2015-08-16,0.28644852011734123,251858,158638,55807,49023,48225,587006,61.59791666666666,23056.833333333332,22.598632413087962,2.5999999999999996
2015-08-17,0.2860454052125303,313312,158762,58156,69242,50078,672610,68.77083333333333,27180.25,24.516523517382435,2.475
2015-08-18,0.3004709014566864,309387,159475,48144,89077,53071,682096,64.16625,27456.5,23.168082822085918,2.6083333333333334
2015-08-19,0.29621017145227585,313895,160096,70191,65368,52386,684622,65.23875,27663.25,23.947717280163623,2.5
2015-08-20,0.28994558160903794,329250,160128,70015,65199,52971,700866,65.52666666666667,28642.291666666664,25.781722903885505,2.533333333333333
2015-08-21,0.28276837262280985,345253,160069,69698,75158,43156,716392,69.23,29218,26.24235685071577,2.6
2015-08-22,0.32717099593196425,283379,160189,55560,105803,43767,671823,61.698750000000004,26326.916666666668,24.89052147239266,2.825
2015-08-23,0.5481360451896692,135642,160332,88523,222997,42823,672012,44.12583333333333,23945.75,23.94115286298571,4.3500000000000005
2015-08-24,0.43429529695297514,237371,160424,68840,187251,40446,716174,62.02125,27752.958333333332,23.064961656441742,4.583333333333333
2015-08-25,0.2874138293746485,328443,161367,55590,76228,54249,698759,68.275,28534.583333333332,22.70673824130882,2.2083333333333335
2015-08-26,0.374892755072472,273507,158513,52041,143953,53494,703996,62.95666666666666,28577.625,24.73944657464215,2.6166666666666667
2015-08-27,0.3777570619001343,286998,161007,56587,154781,51049,732664,59.64208333333333,29940.208333333336,25.262300613496954,2.7
2015-08-28,0.3097684431886121,329938,160892,72364,83873,52820,720903,67.94083333333333,30069.333333333336,25.685462678936627,1.8333333333333335
2015-08-29,0.35036982820691337,268651,161537,44431,135656,41919,672204,60.342083333333335,27319.958333333332,27.09967280163602,2.041666666666667
2015-08-30,0.3737369154878886,245666,162065,59381,142452,31811,661278,55.945,25504.708333333332,26.257621980444807,2.225
2015-08-31,0.27495441737112547,375719,163505,80309,90970,22605,754125,71.10208333333334,30671.333333333336,24.36267638036812,2.4583333333333335
2015-09-01,0.29651907369917435,376488,170514,108036,83846,27189,787865,66.34,32297.75,22.16811963190187,2.35
2015-09-02,0.4576817390720333,298170,163243,141053,209768,31109,863587,65.79916666666666,33652.375,21.079978511630898,2.2416666666666667
2015-09-03,0.4203412785144282,248616,167050,181240,64837,46273,726562,62.6975,28984.333333333336,20.174445296523544,3.2583333333333333
2015-09-04,0.419793792542085,218757,170331,127540,131270,15608,678152,63.270833333333336,28607.166666666668,18.590741308793476,2.7583333333333333
2015-09-05,0.4103880565617255,234580,118335,131661,51812,53752,608468,59.87,25326.791666666668,17.86693762781188,2.3666666666666667
2015-09-06,0.3663944745283344,313733,119683,84876,115243,41138,695832,59.85208333333333,29838.958333333332,15.807791411042965,2.158333333333333
2015-09-07,0.34244890072665285,387822,141745,77388,129791,59530,817722,67.87583333333333,33042.083333333336,13.859266359918223,2.1166666666666667
2015-09-08,0.39218685327466474,240139,161099,80140,140911,28564,674069,69.57875,24437.875,15.448494376278145,1.8
2015-09-09,0.25583245724396647,344624,165687,70380,53387,39710,696276,68.88791666666667,28234.791666666668,19.191612985685087,2.158333333333333
2015-09-10,0.2604685978284491,332356,118845,81342,33446,31735,621215,67.24083333333333,27071.375,19.695754089979573,2.3
